Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
555,tt0047244,2021-10-21,2021-10-21,,"Monster from the Ocean Floor","Monster from the Ocean Floor",https://www.imdb.com/title/tt0047244/,Movie,3.8,64,1954,"Horror, Sci-Fi",1070,1954-05-21,"Wyott Ordung",,
556,tt9213244,2021-10-21,2021-10-21,,"Antrum: The Deadliest Film Ever Made","Antrum: The Deadliest Film Ever Made",https://www.imdb.com/title/tt9213244/,Movie,4.9,95,2018,"Horror",4777,2019-11-12,"David Amito, Michael Laicini",,
557,tt5867314,2021-10-21,2021-10-21,,"The Empty Man","The Empty Man",https://www.imdb.com/title/tt5867314/,Movie,6.2,137,2020,"Drama, Horror, Mystery, Thriller",41720,2020-10-23,"David Prior",,
558,tt8747160,2021-10-21,2021-10-21,,"The Block Island Sound","The Block Island Sound",https://www.imdb.com/title/tt8747160/,Movie,5.4,99,2020,"Horror, Mystery, Sci-Fi, Thriller",9818,2021-03-11,"Kevin McManus, Matthew McManus",,
559,tt7598968,2021-10-21,2021-10-21,,"The Beach House","The Beach House",https://www.imdb.com/title/tt7598968/,TV Movie,6.5,92,2018,"Drama",2545,2018-04-28,"Roger Spottiswoode",,
560,tt8787772,2021-10-22,2021-10-22,,"Maya and the Three","Maya and the Three",https://www.imdb.com/title/tt8787772/,TV Mini Series,8.0,30,2021,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy",5213,2021-10-22,,,
561,tt0361668,2021-10-25,2021-10-25,,"Gozu","Gokudô kyôfu dai-gekijô: Gozu",https://www.imdb.com/title/tt0361668/,Movie,6.9,129,2003,"Crime, Drama, Horror, Mystery, Thriller",12965,2004-07-14,"Takashi Miike",,
562,tt1632547,2021-10-25,2021-10-25,,"Cold Fish","Tsumetai nettaigyo",https://www.imdb.com/title/tt1632547/,Movie,7.1,146,2010,"Crime, Drama, Horror, Thriller",14946,2011-07-06,"Sion Sono",,
563,tt9421570,2021-10-28,2021-10-28,,"The Guilty","The Guilty",https://www.imdb.com/title/tt9421570/,Movie,6.3,90,2021,"Crime, Drama, Thriller",156372,2021-10-01,"Antoine Fuqua",,
564,tt5834426,2021-11-04,2021-11-04,,"Moonfall","Moonfall",https://www.imdb.com/title/tt5834426/,Movie,5.1,130,2022,"Action, Adventure, Sci-Fi",103592,2022-02-04,"Roland Emmerich",,
565,tt1756479,2021-11-13,2021-11-13,,"The Color Out of Space","Die Farbe",https://www.imdb.com/title/tt1756479/,Movie,6.2,86,2010,"Drama, Horror, Mystery, Sci-Fi",1808,2010-10-30,"Huân Vu",,
566,tt5225338,2021-11-15,2021-11-15,,"The Eyes of My Mother","The Eyes of My Mother",https://www.imdb.com/title/tt5225338/,Movie,6.2,76,2016,"Drama, Horror, Thriller",14959,2016-12-02,"Nicolas Pesce",,
567,tt0053619,2021-11-15,2021-11-15,,"L'Avventura","L'avventura",https://www.imdb.com/title/tt0053619/,Movie,7.7,144,1960,"Drama, Mystery, Romance",33333,1961-03-04,"Michelangelo Antonioni",,
568,tt0055018,2021-11-15,2021-11-15,,"The Innocents","The Innocents",https://www.imdb.com/title/tt0055018/,Movie,7.7,100,1961,"Drama, Horror",33922,1961-12-15,"Jack Clayton",,
569,tt0140384,2021-11-22,2021-11-22,,"Blind Beast","Môjû",https://www.imdb.com/title/tt0140384/,Movie,7.0,86,1969,"Drama, Horror",4077,1969-04,"Yasuzô Masumura",,
570,tt6506264,2021-11-24,2021-11-24,,"The Colony","Tides",https://www.imdb.com/title/tt6506264/,Movie,5.4,104,2021,"Action, Adventure, Sci-Fi, Thriller",13137,2021-08-27,"Tim Fehlbaum",,
571,tt0487928,2021-11-24,2021-11-24,,"Dante 01","Dante 01",https://www.imdb.com/title/tt0487928/,Movie,4.8,82,2008,"Adventure, Drama, Sci-Fi, Thriller",6014,2008-01-02,"Marc Caro",,
572,tt0119675,2021-12-03,2021-12-03,,"Mimic","Mimic",https://www.imdb.com/title/tt0119675/,Movie,6.0,105,1997,"Horror, Sci-Fi",56876,1997-08-22,"Guillermo del Toro",,
573,tt11540272,2021-12-03,2021-12-03,,"Lapsis","Lapsis",https://www.imdb.com/title/tt11540272/,Movie,6.2,108,2020,"Drama, Mystery, Sci-Fi, Thriller",2784,2021-02-12,"Noah Hutton",,
574,tt0066993,2021-12-06,2021-12-06,,"The Devils","The Devils",https://www.imdb.com/title/tt0066993/,Movie,7.7,111,1971,"Biography, Drama, History",19287,1971-07-16,"Ken Russell",,
575,tt15850662,2021-12-06,2021-12-06,,"The Whole Truth","The Whole Truth",https://www.imdb.com/title/tt15850662/,Movie,5.2,125,2021,"Drama, Horror, Mystery, Thriller",4608,2021-12-02,"Wisit Sasanatieng",,
576,tt0292800,2021-12-21,2021-12-21,,"The Grim Adventures of Billy & Mandy","The Grim Adventures of Billy & Mandy",https://www.imdb.com/title/tt0292800/,TV Series,7.6,30,2003,"Animation, Adventure, Comedy, Family, Fantasy, Horror",27208,2001-08-24,,,
577,tt0101026,2021-12-22,2021-12-22,,"Tie Me Up! Tie Me Down!","Átame!",https://www.imdb.com/title/tt0101026/,Movie,7.0,101,1989,"Comedy, Crime, Drama, Romance",32721,1990-01-22,"Pedro Almodóvar",,
578,tt2112293,2021-12-30,2021-12-30,,"The Comedy","The Comedy",https://www.imdb.com/title/tt2112293/,Movie,6.3,95,2012,"Comedy, Drama",5444,2012-01-21,"Rick Alverson",,
579,tt16301388,2021-12-30,2021-12-30,,"Death to 2021","Death to 2021",https://www.imdb.com/title/tt16301388/,TV Special,6.3,60,2021,"Comedy",15944,2021-12-27,"Jack Clough, Josh Ruben",,
580,tt13567480,2021-12-30,2021-12-30,,"Death to 2020","Death to 2020",https://www.imdb.com/title/tt13567480/,TV Special,6.8,70,2020,"Comedy",40357,2020-12-27,"Al Campbell, Alice Mathias",,
581,tt12226872,2021-12-30,2021-12-30,,"The Scary of Sixty-First","The Scary of Sixty-First",https://www.imdb.com/title/tt12226872/,Movie,4.5,81,2021,"Comedy, Drama, Horror, Mystery, Thriller",2535,2021-12-24,"Dasha Nekrasova",,
582,tt0101563,2022-01-01,2022-01-01,,"Chance of a Lifetime","Chance of a Lifetime",https://www.imdb.com/title/tt0101563/,TV Movie,5.8,93,1991,"Comedy, Drama, Romance",333,1991-11-18,"Jonathan Sanger",,
583,tt0064691,2022-01-02,2022-01-02,,"Moon Zero Two","Moon Zero Two",https://www.imdb.com/title/tt0064691/,Movie,4.5,100,1969,"Crime, Sci-Fi",1984,1970-03,"Roy Ward Baker",,
584,tt1981128,2022-01-02,2022-01-02,,"Geostorm","Geostorm",https://www.imdb.com/title/tt1981128/,Movie,5.3,111,2017,"Action, Sci-Fi, Thriller",122834,2017-10-20,"Dean Devlin",,
585,tt8332802,2022-01-05,2022-01-05,,"Amulet","Amulet",https://www.imdb.com/title/tt8332802/,Movie,4.9,99,2020,"Horror, Mystery",4889,2020-07-24,"Romola Garai",,
586,tt0094517,2022-01-05,2022-01-05,,"Mystery Science Theater 3000","Mystery Science Theater 3000",https://www.imdb.com/title/tt0094517/,TV Series,8.6,90,1988,"Comedy, Sci-Fi",26278,1988-05-10,,,
587,tt2699128,2022-01-05,2022-01-05,,"The Leftovers","The Leftovers",https://www.imdb.com/title/tt2699128/,TV Series,8.3,60,2014,"Drama, Fantasy, Mystery, Thriller",117215,2014-06-29,,,
588,tt0399201,2022-01-07,2022-01-07,,"The Island","The Island",https://www.imdb.com/title/tt0399201/,Movie,6.8,136,2005,"Action, Sci-Fi, Thriller",331663,2005-07-22,"Michael Bay",,
589,tt11271038,2022-01-11,2022-01-11,,"Licorice Pizza","Licorice Pizza",https://www.imdb.com/title/tt11271038/,Movie,7.1,133,2021,"Comedy, Drama, Romance",143915,2021-12-25,"Paul Thomas Anderson",,
590,tt11389748,2022-01-11,2022-01-11,,"Mass","Mass",https://www.imdb.com/title/tt11389748/,Movie,7.6,111,2021,"Drama",18165,2021-10-15,"Fran Kranz",,
591,tt15374070,2022-01-12,2022-01-12,,"Studio 666","Studio 666",https://www.imdb.com/title/tt15374070/,Movie,5.7,106,2022,"Comedy, Horror, Music",15336,2022-02-25,"BJ McDonnell",,
592,tt14400214,2022-01-12,2022-01-12,,"Los Huesos","Los Huesos",https://www.imdb.com/title/tt14400214/,Short,7.0,14,2021,"Animation, Short, Horror",1237,2021-12-08,"Joaquín Cociña, Cristóbal León",,
593,tt0058279,2022-01-13,2022-01-13,,"Kwaidan","Kaidan",https://www.imdb.com/title/tt0058279/,Movie,7.9,183,1964,"Drama, Fantasy, Horror",20864,1965-11-22,"Masaki Kobayashi",,
594,tt3420504,2022-01-13,2022-01-13,,"Finch","Finch",https://www.imdb.com/title/tt3420504/,Movie,6.9,115,2021,"Adventure, Drama, Sci-Fi",101059,2021-11-05,"Miguel Sapochnik",,
595,tt12519030,2022-01-13,2022-01-13,,"Hatching","Pahanhautoja",https://www.imdb.com/title/tt12519030/,Movie,6.2,91,2022,"Drama, Fantasy, Horror",16393,2022-03-04,"Hanna Bergholm",,
596,tt13365348,2022-01-18,2022-01-18,,"Archive 81","Archive 81",https://www.imdb.com/title/tt13365348/,TV Series,7.3,60,2022,"Drama, Horror, Mystery, Sci-Fi, Thriller",62353,2022-01-14,,,
597,tt2543312,2022-01-20,2022-01-20,,"Halt and Catch Fire","Halt and Catch Fire",https://www.imdb.com/title/tt2543312/,TV Series,8.4,60,2014,"Drama",36165,2014-06-01,,,
598,tt2708480,2022-01-20,2022-01-20,,"The Terror","The Terror",https://www.imdb.com/title/tt2708480/,TV Series,7.9,60,2018,"Adventure, Drama, Horror, Thriller",55761,2018-03-25,,,
599,tt0086618,2022-01-22,2022-01-22,,"Yellowbeard","Yellowbeard",https://www.imdb.com/title/tt0086618/,Movie,5.9,96,1983,"Action, Adventure, Comedy",8713,1983-06-24,"Mel Damski",,
600,tt8633464,2022-02-02,2022-02-02,,"After Yang","After Yang",https://www.imdb.com/title/tt8633464/,Movie,6.6,96,2021,"Drama, Sci-Fi",24099,2022-03-04,"Kogonada",,
601,tt10574236,2022-02-03,2022-02-03,,"Station Eleven","Station Eleven",https://www.imdb.com/title/tt10574236/,TV Mini Series,7.6,51,2021,"Adventure, Drama, Fantasy, Mystery, Sci-Fi, Thriller",37614,2021-12-16,,,
602,tt2758950,2022-02-07,2022-02-07,,"Helix","Helix",https://www.imdb.com/title/tt2758950/,TV Series,6.7,40,2014,"Drama, Horror, Mystery, Sci-Fi, Thriller",30829,2014-01-10,,,
603,tt1918734,2022-02-09,2022-02-09,,"2067","2067",https://www.imdb.com/title/tt1918734/,Movie,4.9,114,2020,"Mystery, Sci-Fi",12121,2020-10-02,"Seth Larney",,
604,tt1825157,2022-02-10,2022-02-10,,"The Double","The Double",https://www.imdb.com/title/tt1825157/,Movie,6.4,93,2013,"Comedy, Drama, Mystery, Sci-Fi, Thriller",53590,2014-04-04,"Richard Ayoade",,
605,tt11815960,2022-02-12,2022-02-12,,"Superdeep","Kolskaya sverhglubokaya",https://www.imdb.com/title/tt11815960/,Movie,4.9,115,2020,"Horror, Sci-Fi, Thriller",5986,2020-11-04,"Arseny Syuhin, Sergey Torchilin",,
606,tt11541872,2022-02-13,2022-02-13,,"Big Bug","BigBug",https://www.imdb.com/title/tt11541872/,Movie,5.5,111,2022,"Comedy, Sci-Fi",10749,2022-02-11,"Jean-Pierre Jeunet",,
607,tt10738906,2022-02-19,2022-02-19,,"The Feast","Gwledd",https://www.imdb.com/title/tt10738906/,Movie,5.6,93,2021,"Drama, Horror, Mystery, Thriller",4006,2021-11-19,"Lee Haven Jones",,
608,tt14128670,2022-02-21,2022-02-21,,"Kimi","Kimi",https://www.imdb.com/title/tt14128670/,Movie,6.3,89,2022,"Crime, Drama, Mystery, Thriller",40102,2022-02-10,"Steven Soderbergh",,
609,tt0478126,2022-02-25,2022-02-25,,"Cthulhu","Cthulhu",https://www.imdb.com/title/tt0478126/,Movie,4.6,100,2007,"Drama, Horror, Thriller",2268,2019-12-11,"Dan Gildark",,
610,tt0112643,2022-02-25,2022-02-25,,"Castle Freak","Castle Freak",https://www.imdb.com/title/tt0112643/,Video,5.9,90,1995,"Drama, Horror, Mystery, Thriller",10713,1995-11-14,"Stuart Gordon",,
611,tt5774060,2022-02-25,2022-02-25,,"Underwater","Underwater",https://www.imdb.com/title/tt5774060/,Movie,5.9,95,2020,"Action, Horror, Sci-Fi, Thriller",100988,2020-01-10,"William Eubank",,
612,tt5700182,2022-02-25,2022-02-25,,"Starfish","Starfish",https://www.imdb.com/title/tt5700182/,Movie,5.2,101,2018,"Drama, Horror, Sci-Fi, Thriller",3729,2019-03-15,"A.T. White",,
613,tt0109550,2022-02-26,2022-02-26,,"Dark Waters","Dark Waters",https://www.imdb.com/title/tt0109550/,Movie,6.0,94,1993,"Drama, Horror, Mystery",3227,2006-10-06,"Mariano Baino",,
614,tt13938338,2022-03-01,2022-03-01,,"Woodlands Dark and Days Bewitched: A History of Folk Horror","Woodlands Dark and Days Bewitched: A History of Folk Horror",https://www.imdb.com/title/tt13938338/,Movie,7.6,194,2021,"Documentary, Horror",1828,2022-06-03,"Kier-La Janisse",,
615,tt10327842,2022-03-03,2022-03-03,,"Portals","Portals",https://www.imdb.com/title/tt10327842/,Movie,3.2,85,2019,"Horror, Mystery, Sci-Fi",1288,2019-10-25,"Gregg Hale, Liam O'Donnell, Eduardo Sánchez, Timo Tjahjanto",,
616,tt13942896,2022-03-03,2022-03-03,,"Chariot","Chariot",https://www.imdb.com/title/tt13942896/,Movie,3.6,94,2022,"Comedy, Drama, Sci-Fi, Thriller",745,2022-04-15,"Adam Sigal",,
617,tt2147319,2022-03-15,2022-03-15,,"Helter Skelter","Herutâ sukerutâ",https://www.imdb.com/title/tt2147319/,Movie,6.4,127,2012,"Crime, Drama, Horror",3641,2012-07-14,"Mika Ninagawa",,
618,tt10203880,2022-03-17,2022-03-17,,"The Pentaverate","The Pentaverate",https://www.imdb.com/title/tt10203880/,TV Mini Series,6.1,27,2022,"Comedy",11914,2022-05-05,,,
619,tt6903284,2022-03-20,2022-03-20,,"Nightflyers","Nightflyers",https://www.imdb.com/title/tt6903284/,TV Series,5.9,60,2018,"Drama, Horror, Mystery, Sci-Fi, Thriller",14477,2018-12-02,,,
620,tt3155320,2022-03-20,2022-03-20,,"Extant","Extant",https://www.imdb.com/title/tt3155320/,TV Series,6.5,42,2014,"Drama, Sci-Fi, Thriller",25014,2014-07-09,,,
621,tt4624366,2022-03-23,2022-03-23,,"Monstrous","Monstrous",https://www.imdb.com/title/tt4624366/,Movie,4.7,88,2022,"Horror, Mystery, Thriller",5122,2022-05-13,"Chris Sivertson",,
622,tt1118155,2022-03-28,2022-03-28,,"Fun to Imagine","Fun to Imagine",https://www.imdb.com/title/tt1118155/,TV Series,9.0,,1983,"Documentary",125,1983-07-08,,,
623,tt0301777,2022-04-05,2022-04-05,,"Robot Stories","Robot Stories",https://www.imdb.com/title/tt0301777/,Movie,6.0,85,2003,"Drama, Romance, Sci-Fi",1447,2003-01-20,"Greg Pak",,
624,tt0080596,2022-04-05,2022-04-05,,"The Day Time Ended","The Day Time Ended",https://www.imdb.com/title/tt0080596/,Movie,3.5,79,1979,"Adventure, Horror, Sci-Fi",2192,1980,"John 'Bud' Cardos",,
625,tt13198946,2022-04-06,2022-04-06,,"In Search of Darkness: Part II","In Search of Darkness: Part II",https://www.imdb.com/title/tt13198946/,Movie,7.9,263,2020,"Documentary",1802,2021-04-26,"David A. Weiner",,
626,tt0075909,2022-04-06,2022-04-06,,"Damnation Alley","Damnation Alley",https://www.imdb.com/title/tt0075909/,Movie,5.3,91,1977,"Sci-Fi",6017,1977-10-21,"Jack Smight",,
627,tt0079285,2022-04-06,2022-04-06,,"Saturn 3","Saturn 3",https://www.imdb.com/title/tt0079285/,Movie,5.1,88,1980,"Adventure, Horror, Sci-Fi, Thriller",10808,1980-02-15,"Stanley Donen, John Barry",,
628,tt0080736,2022-04-06,2022-04-06,,"The Final Countdown","The Final Countdown",https://www.imdb.com/title/tt0080736/,Movie,6.7,103,1980,"Action, Adventure, Sci-Fi",27890,1980-08-01,"Don Taylor",,
629,tt0083590,2022-04-06,2022-04-06,,"The Atomic Cafe","The Atomic Cafe",https://www.imdb.com/title/tt0083590/,Movie,7.6,86,1982,"Documentary, History",4634,1982-10-29,"Jayne Loader, Kevin Rafferty, Pierce Rafferty",,
630,tt0082558,2022-04-06,2022-04-06,,"The Incredible Shrinking Woman","The Incredible Shrinking Woman",https://www.imdb.com/title/tt0082558/,Movie,5.5,88,1981,"Comedy, Sci-Fi",5249,1981-01-30,"Joel Schumacher",,
631,tt0082869,2022-04-06,2022-04-06,,"Outland","Outland",https://www.imdb.com/title/tt0082869/,Movie,6.6,109,1981,"Action, Crime, Sci-Fi, Thriller, Western",33154,1981-05-22,"Peter Hyams",,
632,tt0096071,2022-04-06,2022-04-06,,"The Serpent and the Rainbow","The Serpent and the Rainbow",https://www.imdb.com/title/tt0096071/,Movie,6.4,98,1988,"Fantasy, Horror",28259,1988-02-05,"Wes Craven",,
633,tt0087910,2022-04-06,2022-04-06,,"The Philadelphia Experiment","The Philadelphia Experiment",https://www.imdb.com/title/tt0087910/,Movie,6.1,102,1984,"Adventure, Drama, Romance, Sci-Fi, Thriller",17127,1984-08-03,"Stewart Raffill",,
634,tt0086346,2022-04-06,2022-04-06,,"Spacehunter: Adventures in the Forbidden Zone","Spacehunter: Adventures in the Forbidden Zone",https://www.imdb.com/title/tt0086346/,Movie,5.5,90,1983,"Action, Adventure, Sci-Fi",6813,1983-05-20,"Lamont Johnson",,
635,tt0086374,2022-04-06,2022-04-06,,"Strange Invaders","Strange Invaders",https://www.imdb.com/title/tt0086374/,Movie,5.4,94,1983,"Horror, Mystery, Sci-Fi",3610,1983-09-16,"Michael Laughlin",,
636,tt0053103,2022-04-11,2022-04-11,,"Battle Beyond the Sun","Nebo zovyot",https://www.imdb.com/title/tt0053103/,Movie,4.4,77,1959,"Adventure, Sci-Fi",1163,1962,"Mikhail Karyukov, Aleksandr Kozyr, Francis Ford Coppola",,
637,tt0082507,2022-04-11,2022-04-11,,"Heartbeeps","Heartbeeps",https://www.imdb.com/title/tt0082507/,Movie,4.3,78,1981,"Comedy, Sci-Fi",1718,1981-12-18,"Allan Arkush",,
638,tt11097384,2022-04-13,2022-04-13,,"Spaceman","Spaceman",https://www.imdb.com/title/tt11097384/,Movie,5.7,107,2024,"Adventure, Drama, Sci-Fi",39893,2024-03-01,"Johan Renck",,
639,tt0080025,2022-04-13,2022-04-13,,"Time After Time","Time After Time",https://www.imdb.com/title/tt0080025/,Movie,7.0,112,1979,"Adventure, Drama, Sci-Fi, Thriller",21102,1979-09-28,"Nicholas Meyer",,
640,tt0097883,2022-04-13,2022-04-13,,"Millennium","Millennium",https://www.imdb.com/title/tt0097883/,Movie,5.7,108,1989,"Drama, Sci-Fi, Thriller",7138,1989-08-25,"Michael Anderson",,
641,tt0804503,2022-04-17,2022-04-17,,"Mad Men","Mad Men",https://www.imdb.com/title/tt0804503/,TV Series,8.7,45,2007,"Drama",267967,2007-07-19,,,
642,tt3141498,2022-04-27,2022-04-27,,"The Nightmare","Der Nachtmahr",https://www.imdb.com/title/tt3141498/,Movie,6.5,92,2015,"Drama, Horror, Mystery",3218,2016-05-26,"Akiz",,
643,tt13648224,2022-05-03,2022-05-03,,"We're All Going to the World's Fair","We're All Going to the World's Fair",https://www.imdb.com/title/tt13648224/,Movie,5.4,86,2021,"Drama, Horror",7276,2022-04-22,"Jane Schoenbrun",,
644,tt0074007,2022-05-04,2022-05-04,,"In Search of...","In Search of...",https://www.imdb.com/title/tt0074007/,TV Series,8.4,30,1976,"Documentary, Drama, Fantasy, History, Horror, Mystery, Sci-Fi, Thriller",1165,1977-04-17,,,
645,tt12005128,2022-05-05,2022-05-05,,"WeCrashed","WeCrashed",https://www.imdb.com/title/tt12005128/,TV Mini Series,7.3,53,2022,"Biography, Drama",22708,2022-03-18,,,
646,tt1307068,2022-05-09,2022-05-09,,"Seeking a Friend for the End of the World","Seeking a Friend for the End of the World",https://www.imdb.com/title/tt1307068/,Movie,6.7,101,2012,"Adventure, Comedy, Drama, Romance, Sci-Fi",120171,2012-06-22,"Lorene Scafaria",,
647,tt0100991,2022-05-10,2022-05-10,,"Hiruko the Goblin","Yôkai hantâ: Hiruko",https://www.imdb.com/title/tt0100991/,Movie,6.1,89,1991,"Comedy, Fantasy, Horror",1805,1991-05-11,"Shin'ya Tsukamoto",,
648,tt0468774,2022-05-10,2022-05-10,,"Tales of Terror from Tokyo and All Over Japan: The Movie","Kaidan Shin Mimibukuro: Gekijô-ban",https://www.imdb.com/title/tt0468774/,Movie,5.7,92,2004,"Horror",429,2005-09-09,"Keita Amemiya, Shun'ichi Hirano, Ryûta Miyake, Hirohisa Sasaki, Kôsuke Suzuki, Keisuke Toyoshima, Akio Yoshida",,
649,tt8239946,2022-05-10,2022-05-10,,"Tumbbad","Tumbbad",https://www.imdb.com/title/tt8239946/,Movie,8.2,108,2018,"Drama, Fantasy, Horror, Thriller",65519,2018-10-12,"Rahi Anil Barve, Anand Gandhi, Adesh Prasad",,
650,tt0325655,2022-05-10,2022-05-10,,"The Eye","Gin gwai",https://www.imdb.com/title/tt0325655/,Movie,6.6,99,2002,"Horror, Mystery, Thriller",30381,2002-05-09,"Danny Pang, Oxide Chun Pang",,
651,tt0372937,2022-05-10,2022-05-10,,"Into the Mirror","Geoul sogeuro",https://www.imdb.com/title/tt0372937/,Movie,6.4,113,2003,"Horror, Mystery, Thriller",3669,2003-08-14,"Sung-ho Kim",,
652,tt0308379,2022-05-10,2022-05-10,,"Dark Water","Honogurai mizu no soko kara",https://www.imdb.com/title/tt0308379/,Movie,6.7,101,2002,"Drama, Horror, Mystery, Thriller",35760,2002-01-19,"Hideo Nakata",,
653,tt0294929,2022-05-10,2022-05-10,,"Sorum","Sorum",https://www.imdb.com/title/tt0294929/,Movie,5.7,109,2001,"Drama, Horror, Mystery",1018,2001-08-04,"Jong-chan Yun",,
654,tt0323630,2022-05-10,2022-05-10,,"Phone","Pôn",https://www.imdb.com/title/tt0323630/,Movie,6.1,104,2002,"Horror, Mystery, Thriller",5339,2002-07-26,"Byeong-ki Ahn",,
655,tt1603808,2022-05-10,2022-05-10,,"Meat Grinder","Cheuuat gaawn chim",https://www.imdb.com/title/tt1603808/,Movie,5.3,92,2009,"Horror",1111,2009-03-19,"Tiwa Moeithaisong",,
656,tt0843302,2022-05-10,2022-05-10,,"Retribution","Sakebi",https://www.imdb.com/title/tt0843302/,Movie,6.4,104,2006,"Horror, Mystery, Thriller",3486,2007-02-24,"Kiyoshi Kurosawa",,
657,tt0403990,2022-05-11,2022-05-11,,"Doppelganger","Dopperugengâ",https://www.imdb.com/title/tt0403990/,Movie,6.3,107,2003,"Comedy, Fantasy, Thriller",1498,2003-09-27,"Kiyoshi Kurosawa",,
658,tt0456630,2022-05-11,2022-05-11,,"Reincarnation","Rinne",https://www.imdb.com/title/tt0456630/,Movie,6.1,96,2005,"Horror, Mystery",6871,2006-01-07,"Takashi Shimizu",,
659,tt0417072,2022-05-11,2022-05-11,,"R-Point","Alpointeu",https://www.imdb.com/title/tt0417072/,Movie,6.2,107,2004,"Action, Horror, War",5925,2004-08-13,"Su-chang Kong",,
660,tt10147910,2022-05-11,2022-05-11,,"The Maid","The Maid",https://www.imdb.com/title/tt10147910/,Movie,5.6,102,2020,"Drama, Horror, Mystery, Thriller",1257,2020-07-08,"Lee Thongkham",,
661,tt1002567,2022-05-11,2022-05-11,,"Hansel and Gretel","Henjel gwa Geuretel",https://www.imdb.com/title/tt1002567/,Movie,6.7,117,2007,"Drama, Fantasy, Horror, Mystery, Thriller",5016,2007-12-27,"Pil-sung Yim",,
662,tt0416853,2022-05-11,2022-05-11,,"The Doll Master","Inhyeongsa",https://www.imdb.com/title/tt0416853/,Movie,5.7,90,2004,"Horror, Thriller",2121,2004-08-06,"Yong-ki Jeong",,
663,tt1590089,2022-05-11,2022-05-11,,"Confessions","Kokuhaku",https://www.imdb.com/title/tt1590089/,Movie,7.7,106,2010,"Drama, Thriller",42938,2010-06-05,"Tetsuya Nakashima",,
